,bltasid,residentialsf,bsmntsf,bsmntfinsf,garagesf,grossacres,yrblt,salep,SubDivisionCode
2909,1,1292,0,0,260,0.15,1957,422500,-1
2910,8,1920,0,0,456,0.16,1984,397500,-1
2911,61,1024,0,0,264,0.0,1984,257500,-1
2912,61,1436,0,0,440,0.06,1986,346000,-1
2913,8,3684,2119,0,744,0.91,1996,875000,-1
2914,19,981,0,0,288,0.0,1984,290000,-1
2915,4,1654,0,0,494,0.14,1979,375000,-1
2916,19,576,0,0,0,0.0,1974,180000,-1
2917,8,1977,858,624,441,0.11,2011,530000,-1
2918,8,2025,1133,483,540,0.21,1999,654600,19
2919,68,1178,610,0,200,0.02,2000,310000,-1
2920,1,1548,1548,1548,640,0.17,2000,536000,-1
2921,1,1236,1236,1076,380,0.11,2006,425000,31
2922,1,1767,798,0,693,0.18,2005,490000,42
2923,19,1360,0,0,240,0.0,2012,325000,10
2924,8,1602,0,0,560,0.1,2013,420000,-1
2925,8,1982,892,625,638,0.11,2011,460000,31
2926,68,1258,631,0,400,0.03,1995,346000,-1
2927,21,1556,0,0,330,0.0,2001,172000,-1
2928,8,1263,592,0,440,0.12,1990,450000,-1
2929,61,1224,0,0,400,0.09,1980,340000,-1
2930,14,1216,0,0,0,0.0,1985,15000,-1
2931,4,1632,0,0,312,0.15,1976,369000,-1
2932,20,1266,0,0,0,0.0,2017,697500,-1
2933,5,1296,0,0,0,0.13,1996,385000,-1
2934,1,962,0,0,0,0.23,1909,421000,-1
2935,8,1773,675,0,462,0.17,2001,550000,22
2936,19,1033,0,0,0,0.0,2009,320000,46
2937,8,1716,0,0,560,0.11,2017,470000,-1
2938,19,1462,0,0,260,0.0,2001,320000,18
2939,19,731,0,0,0,0.0,2001,252000,18
2940,1,624,0,0,336,0.22,1948,385000,-1
2941,4,2284,0,0,696,0.21,1968,500000,-1
2942,14,1092,0,0,0,0.0,1983,10274,-1
2943,1,1989,0,0,816,0.62,1954,403000,-1
2944,19,864,0,0,0,0.0,1981,230000,-1
2945,1,1380,0,0,440,0.15,1986,421000,-1
2946,7,2391,0,0,535,0.18,1980,499900,20
2947,19,918,0,0,0,0.0,1974,235000,-1
2948,20,1292,0,0,0,0.0,2019,677500,-1
2949,4,1858,0,0,440,0.15,1979,415000,-1
2950,7,1680,0,0,440,0.16,1987,407815,-1
2951,1,1632,0,0,576,0.12,1982,355000,-1
2952,8,2016,1008,1008,0,0.12,1945,885000,-1
2953,8,2018,1051,1000,699,0.31,1996,695000,-1
2954,8,3072,1888,1563,720,0.24,2000,721000,-1
2955,19,660,0,0,0,0.0,1978,212000,-1
2956,14,938,0,0,0,0.0,1978,6000,-1
2957,4,1826,0,0,500,0.2,1972,404100,-1
2958,1,1344,1314,882,400,0.1,1997,440000,-1
2959,8,2179,1104,0,804,0.22,1998,581900,-1
2960,8,1987,990,0,420,0.1,1997,447500,-1
2961,19,1241,0,0,0,0.0,2006,277300,46
2962,8,1910,980,0,572,0.12,2017,590000,7
2963,8,3505,1932,1932,1020,0.66,2004,1275000,-1
2964,68,1039,602,0,220,0.0,2001,312000,37
2965,8,1699,600,0,559,0.24,2011,435000,-1
2966,8,2608,720,0,644,0.16,2006,586000,42
2967,68,1398,956,0,400,0.07,1997,315000,-1
2968,8,1796,884,0,400,0.13,2000,475000,16
2969,19,1134,0,0,220,0.0,2001,290000,18
2970,8,2348,984,984,640,0.16,2004,560000,-1
2971,1,960,0,0,308,0.1,1977,313000,-1
2972,7,1212,0,0,336,0.17,1976,402000,-1
2973,1,2109,2109,1616,736,0.27,1998,714500,-1
2974,8,1779,1053,0,660,0.25,1995,560000,-1
2975,8,1974,928,740,483,0.21,1991,601000,-1
2976,1,2257,2206,1400,840,0.34,1997,892500,-1
2977,61,784,0,0,0,0.0,1975,227000,-1
2978,8,1827,920,900,420,0.18,1997,540000,-1
2979,57,1728,0,0,480,0.15,1977,614000,-1
2980,7,1628,390,390,500,0.16,1978,360000,-1
2981,7,1501,0,0,1140,0.16,1985,410000,-1
2982,19,576,0,0,0,0.0,1974,178000,-1
2983,1,1226,1206,831,400,0.08,2014,625000,-1
2984,68,1675,0,0,408,0.04,2017,370000,-1
2985,20,1312,0,0,0,0.0,2017,684700,-1
2986,19,829,0,0,0,0.0,2019,350000,34
2987,1,971,971,971,456,0.19,1978,499000,-1
2988,4,1644,0,0,484,0.2,1978,415000,-1
2989,19,726,0,0,288,0.0,1984,219000,-1
2990,19,938,0,0,0,0.0,1981,234900,-1
2991,68,992,0,0,0,0.0,1978,275000,-1
2992,8,2200,1144,1144,528,0.21,1991,580000,-1
2993,5,2868,1048,0,988,0.22,1913,1145000,-1
2994,1,1204,0,0,322,0.2,1960,380000,-1
2995,1,864,864,864,504,0.18,1967,449000,-1
2996,14,700,0,0,0,0.0,1977,3000,-1
2997,1,2039,896,896,576,0.69,1972,750000,-1
2998,1,2391,0,0,852,0.38,1980,830000,-1
2999,19,848,0,0,200,0.0,1999,235000,45
3000,8,1620,780,472,480,0.1,1998,429710,-1
3001,8,1420,0,0,260,0.1,2002,375000,-1
3002,8,2321,1120,760,484,0.14,1999,549500,-1
3003,15,1188,0,0,0,0.0,2004,68000,-1
3004,51,2050,1352,1352,528,0.16,1924,980000,-1
3005,77,3972,0,0,1007,0.14,1969,707000,-1
3006,8,2022,634,634,623,0.32,1898,675000,-1
3007,4,1632,0,0,288,0.14,1973,375000,-1
3008,1,800,0,0,352,0.1,1977,306000,-1
3009,1,1080,0,0,420,0.13,1977,310000,-1
3010,1,1008,0,0,288,0.2,1978,400000,-1
3011,7,1396,384,384,440,0.27,1978,467000,-1
3012,4,1518,0,0,480,0.15,1979,380000,-1
3013,8,1444,0,0,440,0.18,1980,435000,-1
3014,68,1248,576,0,440,0.05,1978,370000,-1
3015,7,1840,624,624,564,0.17,1979,625000,-1
3016,1,1044,0,0,399,0.18,1983,260000,-1
3017,5,3427,1643,1468,731,0.34,1987,800000,-1
3018,8,1372,872,872,372,0.25,1983,585000,-1
3019,5,1844,0,0,678,0.27,1984,433500,-1
3020,19,813,0,0,0,0.0,1978,215000,-1
3021,8,1982,1217,525,462,0.13,1997,510000,-1
3022,1,1442,1421,1274,1005,0.19,1997,565000,41
3023,8,1428,735,0,378,0.1,1998,425000,-1
3024,8,2892,1486,1486,580,0.2,1998,670000,-1
3025,19,937,0,0,0,0.0,1996,299000,-1
3026,68,896,113,0,336,0.01,1985,295000,2
3027,1,1028,1006,1006,437,0.22,1987,545000,-1
3028,61,1436,0,0,400,0.06,1987,370000,-1
3029,1,2215,1131,1131,1321,2.19,2003,1595560,-1
3030,8,2342,1140,0,504,0.2,1994,545000,16
3031,8,3003,1152,1152,764,0.3,1998,975000,-1
3032,21,1944,0,0,308,0.15,1999,344100,-1
3033,68,1105,604,604,180,0.03,2000,340000,-1
3034,1,2214,2201,1038,858,0.4,2003,665000,-1
3035,8,1526,1024,0,440,0.1,2002,415000,8
3036,68,1717,1137,1137,441,0.06,2001,460000,21
3037,8,2259,1082,1082,662,0.16,2003,575000,40
3038,8,2147,882,0,615,0.14,2008,440000,31
3039,7,1690,544,0,638,0.11,2011,405000,31
3040,19,1481,0,0,475,0.0,2003,420000,52
3041,68,1182,576,0,240,0.03,2009,367000,-1
3042,1,2478,1215,0,613,0.24,2017,770000,-1
3043,8,3024,2111,1742,868,0.45,2015,1000000,-1
3044,8,2361,0,0,576,0.11,2017,505000,-1
3045,7,2400,0,0,462,0.12,2017,535000,-1
3046,8,2516,940,0,480,0.16,2014,570000,42
3047,0,1,0,0,0,0.04,2020,403000,-1
3048,68,1486,742,0,400,0.0,2018,400000,32
3049,19,1323,0,0,286,0.0,2017,418000,17
3050,68,1454,704,339,528,0.1,2014,475000,42
3051,7,1945,579,0,540,0.14,2013,507000,31
3052,8,1749,878,3,404,0.13,2012,508900,-1
3053,8,1740,1022,0,652,0.15,2003,456000,40
3054,68,1632,851,664,499,0.0,2001,428000,-1
3055,68,1632,851,0,499,0.0,2001,421000,-1
3056,8,1568,651,0,441,0.14,2003,450000,40
3057,1,2405,2405,0,672,0.3,1999,660000,-1
3058,1,2405,2405,0,672,0.3,1999,675000,-1
3059,19,608,0,0,0,0.0,1985,180000,-1
3060,8,1683,1214,0,400,0.07,1996,499900,-1
3061,68,1074,0,0,0,0.02,1985,288000,14
3062,7,2412,0,0,572,0.2,1983,567500,-1
3063,7,1268,0,0,456,0.18,1980,405100,-1
3064,4,2248,0,0,662,0.64,1971,635000,-1
3065,1,1072,0,0,308,0.14,1987,515000,-1
3066,7,1264,0,0,288,0.14,1972,388500,-1
3067,1,1352,1014,1014,0,0.14,1958,500000,-1
3068,1,1277,1025,1025,504,0.2,1975,443500,-1
3069,1,1026,1026,800,297,0.17,1962,455000,-1
3070,8,1930,969,866,440,0.16,1990,543000,-1
3071,8,2922,1953,592,796,2.12,1996,1390000,-1
3072,61,1708,1692,1112,440,0.13,1998,540000,-1
3073,8,2006,1569,524,550,0.22,1994,563600,-1
3074,61,1270,0,0,440,0.0,1990,300500,-1
3075,8,2225,1500,1082,564,0.28,1995,645000,-1
3076,8,1886,0,0,438,0.1,2000,447000,-1
3077,8,2529,1770,565,744,0.27,2001,700000,19
3078,1,1330,0,0,400,0.16,2003,421000,-1
3079,1,2043,2043,2001,925,0.19,2014,730000,40
3080,69,1601,0,0,556,0.04,2018,465000,-1
3081,20,1280,0,0,0,0.0,2019,600000,-1
3082,0,1,0,0,0,0.16,2020,465335,-1
3083,0,1,0,0,0,0.0,2020,417500,-1
3084,0,1,0,0,0,0.04,2020,407500,-1
3085,1,2049,695,0,462,0.27,2016,750000,-1
3086,8,2366,1187,0,582,0.13,2014,610000,-1
3087,8,1824,0,0,480,0.08,2004,355000,-1
3088,68,1176,0,0,0,0.0,2003,256000,38
3089,1,1653,1072,0,441,0.09,2011,500000,21
3090,19,907,0,0,220,0.0,2003,285000,-1
3091,68,1314,648,648,456,0.03,2001,415000,-1
3092,1,1158,1158,1053,299,0.23,1969,466500,-1
3093,1,1212,0,0,720,0.19,1958,450000,-1
3094,1,612,0,0,240,0.57,1951,422500,-1
3095,1,1296,0,0,416,0.14,1955,467500,-1
3096,7,1466,440,440,440,0.2,1979,486500,-1
3097,4,1784,0,0,528,0.16,1982,500000,-1
3098,68,1056,0,0,0,0.02,1984,298000,14
3099,19,618,0,0,0,0.0,1978,200000,-1
3100,8,2315,829,0,484,0.15,1991,601000,-1
3101,1,3604,3522,3076,1443,3.87,2002,1549000,-1
3102,68,1622,974,579,484,0.11,2014,430000,-1
3103,68,1480,620,0,440,0.05,2019,430553,43
3104,5,3666,0,0,1586,0.54,2019,1200000,-1
3105,8,2462,1169,797,630,0.33,2016,761450,3
3106,1,1788,1773,1480,682,0.34,2016,766000,3
3107,7,1880,589,0,871,0.22,2012,545000,-1
3108,21,1080,1080,540,480,0.18,2010,455000,49
3109,19,1431,609,0,398,0.0,2012,450000,10
3110,8,2051,1004,0,460,0.11,2013,470000,-1
3111,5,2149,0,0,600,0.21,1985,476000,-1
3112,19,1292,0,0,288,0.0,1987,310000,-1
3113,1,1716,1716,0,528,0.22,1992,701000,-1
3114,8,2344,1108,1108,528,0.15,1992,581500,-1
3115,19,966,0,0,0,0.0,1997,305000,-1
3116,1,1538,1312,1156,380,0.1,1997,505000,-1
3117,1,2153,2127,1706,725,0.26,1997,900000,-1
3118,8,2502,858,858,888,0.41,1987,730000,-1
3119,7,1901,560,470,440,0.22,1984,463660,-1
3120,68,864,0,0,231,0.0,1977,307000,-1
3121,1,1610,1260,0,550,2.3,1986,630000,-1
3122,1,1056,1056,1056,336,0.16,1926,610000,-1
3123,4,2203,0,0,555,0.2,1971,385000,-1
3124,1,1300,1300,1300,312,0.19,1968,427500,-1
3125,7,1672,0,0,528,0.23,1968,335000,-1
3126,1,1130,0,0,0,0.13,1903,660000,-1
3127,71,1210,658,658,0,0.05,1918,515000,-1
3128,1,992,992,736,720,0.4,1967,627000,-1
3129,1,1416,1416,1416,528,0.56,1995,573000,25
3130,7,1440,520,360,440,0.16,1997,425000,-1
3131,8,3294,1722,0,711,0.22,1996,680000,-1
3132,8,2273,817,204,400,0.11,2002,489000,22
3133,21,1556,0,0,560,0.0,2004,230000,-1
3134,68,1644,0,0,510,0.09,2014,388000,7
3135,68,1646,1162,0,299,0.0,2016,416000,13
3136,1,2810,2792,0,704,0.25,2017,795000,7
3137,68,1470,0,0,198,0.0,2004,368000,28
3138,19,1323,0,0,364,0.0,2015,375000,17
3139,8,3372,1190,0,591,0.15,2018,795000,-1
3140,8,1652,0,0,520,0.12,2012,375000,-1
3141,8,1766,616,616,441,0.09,2002,520000,22
3142,19,912,0,0,0,0.0,1985,230000,-1
3143,8,2341,1119,897,651,0.17,1996,580000,-1
3144,1,1496,1280,1280,440,0.09,1994,521000,-1
3145,8,2044,782,690,716,0.21,1997,625000,-1
3146,1,960,936,936,480,0.18,1976,415000,-1
3147,1,1288,1288,1288,396,0.22,1961,750000,-1
3148,1,1256,0,0,0,0.14,1946,550000,-1
3149,7,1264,0,0,504,0.15,1976,398000,-1
3150,8,1516,660,660,528,0.19,1977,535000,-1
3151,1,884,884,0,484,0.15,1977,461500,-1
3152,8,2404,1167,1013,722,0.2,1999,660000,-1
3153,8,2766,1374,1374,748,0.22,2000,685000,-1
3154,19,824,0,0,0,0.0,1984,255000,-1
3155,19,885,0,0,0,0.0,1984,255000,-1
3156,1,1844,1830,1830,526,0.13,1994,472000,-1
3157,8,2802,1560,1560,728,0.27,2001,950000,19
3158,8,2285,0,0,440,0.1,2002,427000,-1
3159,8,1749,878,0,404,0.13,2012,465000,-1
3160,68,1180,576,576,240,0.03,2007,415000,-1
3161,1,1470,1410,0,420,0.14,2011,460000,-1
3162,8,2348,687,584,420,0.12,2002,572500,22
3163,19,817,0,0,0,0.0,2002,260000,4
3164,19,1137,0,0,0,0.0,2001,325000,18
3165,8,1944,0,0,528,0.16,1989,479900,-1
3166,8,1740,925,240,484,0.16,1995,551000,-1
3167,1,1163,0,0,440,0.13,1993,395000,-1
3168,19,966,0,0,0,0.0,1980,226000,-1
3169,1,1014,1014,932,377,0.19,1963,440000,-1
3170,1,1064,224,112,216,0.18,1908,510000,-1
3171,4,3000,0,0,1488,0.62,1977,640000,-1
3172,8,1118,0,0,210,0.06,2000,330000,-1
3173,4,1596,0,0,550,0.16,1978,406000,-1
3174,473,2400,0,0,0,34.96,2004,1150000,-1
3175,1,2623,2607,0,972,34.96,2004,1150000,-1
3176,1,1176,1176,0,520,0.23,1985,450000,-1
3177,7,1650,506,253,462,0.18,1979,500000,-1
3178,7,1612,480,0,400,0.21,1988,525000,-1
3179,8,2414,896,364,630,0.2,1981,595000,-1
3180,473,2592,0,0,0,0.6,1996,630000,-1
3181,1,1472,0,0,392,0.6,1967,630000,-1
3182,51,1838,0,0,558,0.24,1970,485000,-1
3183,51,748,748,748,0,0.29,1926,505000,-1
3184,14,1216,0,0,0,0.0,2014,60000,-1
3185,15,1456,0,0,0,0.0,2012,88000,-1
3186,8,2655,1323,0,864,0.18,2004,620000,41
3187,1,2052,830,0,753,0.21,2003,583000,-1
3188,8,2266,775,0,400,0.11,2004,432000,28
3189,8,1532,650,0,400,0.11,2010,409000,31
3190,8,2111,1468,1468,440,0.2,1994,590000,16
3191,1,1365,1365,1126,468,0.19,1993,500000,-1
3192,8,2983,736,0,440,0.34,1989,595000,-1
3193,8,2090,1056,528,484,0.19,1988,625000,-1
3194,61,757,0,0,264,0.0,1996,245000,-1
3195,4,1798,0,0,286,0.09,2001,365000,-1
3196,8,1470,631,631,522,0.14,1998,480000,-1
3197,8,1436,760,650,484,0.2,1997,440000,-1
3198,8,2683,885,785,460,0.2,1997,576000,41
3199,8,4157,0,0,1144,3.64,1997,1390000,-1
3200,8,2298,1112,856,620,0.26,1998,625475,-1
3201,69,2028,0,0,400,0.04,2018,495000,-1
3202,1,1932,0,0,441,0.16,2019,600000,-1
3203,8,1745,0,0,460,0.07,2017,470000,-1
3204,19,1243,0,0,0,0.0,2007,425000,34
3205,20,902,0,0,0,0.0,2008,510000,-1
3206,1,1374,1374,0,400,0.11,2013,430000,31
3207,8,2613,1546,978,440,0.14,2013,635000,-1
3208,19,1195,0,0,220,0.0,2004,325000,50
3209,68,1662,0,0,504,0.04,2019,400000,-1
3210,61,1391,0,0,441,0.0,2016,417000,30
3211,341,1852,0,0,0,0.03,2001,375000,-1
3212,8,1627,658,0,380,0.1,2007,432500,-1
3213,8,3389,1405,0,620,0.24,2015,740000,-1
3214,8,2210,1126,798,396,0.18,1995,575000,-1
3215,8,3794,1732,0,662,0.38,2005,710000,38
3216,8,2701,1486,0,640,0.18,2004,660000,-1
3217,5,2098,513,513,264,0.19,1939,825000,-1
3218,8,1581,927,320,441,0.19,1969,350000,-1
3219,1,1056,0,0,252,0.19,1975,398115,-1
3220,7,1660,0,0,484,0.14,1986,488000,-1
3221,5,1376,872,872,588,0.17,1983,500000,20
3222,4,2066,0,0,440,0.19,1984,605000,-1
3223,4,1840,0,0,288,0.21,1963,385000,-1
3224,1,1336,1248,1248,308,0.21,1961,600000,-1
3225,1,966,0,0,0,0.14,1909,230000,-1
3226,8,1822,841,0,420,0.1,2006,505000,22
3227,68,1172,592,0,180,0.02,2002,342500,-1
3228,1,1612,1468,1468,944,0.2,2008,562500,8
3229,7,1793,0,0,528,0.23,1978,535800,-1
3230,19,882,0,0,0,0.0,1996,260000,-1
3231,8,2375,1129,490,441,0.17,1997,497000,-1
3232,20,1148,0,0,0,0.0,2017,615000,-1
3233,8,1794,868,0,586,0.09,2018,500000,-1
3234,7,1264,0,0,288,0.19,1972,452000,-1
3235,19,751,0,0,0,0.0,1978,235000,-1
3236,7,1344,0,0,288,0.14,1979,336000,-1
3237,7,1272,468,468,480,0.17,1977,400000,-1
3238,1,1285,0,0,504,0.18,1961,412000,-1
3239,1,1582,1582,0,461,0.22,1961,762500,-1
3240,1,728,0,0,0,0.07,1956,335000,-1
3241,1,1320,1320,1200,552,0.32,1963,725000,-1
3242,21,1344,0,0,576,0.57,1970,215000,-1
3243,1,2538,2538,1880,892,0.73,2005,1060000,12
3244,19,1440,0,0,200,0.0,1998,325100,45
3245,8,2591,966,803,651,0.17,2004,575000,38
3246,8,1184,720,432,264,0.07,2006,418000,-1
3247,1,1257,0,0,400,0.16,2013,395000,-1
3248,68,1730,0,0,360,0.03,2014,510000,35
3249,19,1550,0,0,471,0.0,2008,428000,10
3250,1,2519,1207,0,976,0.23,2017,740000,-1
3251,19,1921,1100,0,487,0.0,2002,420000,52
3252,21,1140,0,0,484,0.0,2001,132500,-1
3253,8,2793,1416,1272,714,0.15,2004,630000,-1
3254,8,3704,1716,0,664,0.22,2000,599500,40
3255,8,2546,1031,801,725,0.11,2018,627500,-1
3256,8,2038,945,0,408,0.11,2013,460000,31
3257,19,1567,0,0,400,0.0,2004,371000,32
3258,7,1658,468,468,400,0.15,1995,498000,-1
3259,8,2562,1545,1545,836,0.29,1996,662000,-1
3260,8,2217,1295,1295,660,0.23,1996,665000,-1
3261,8,2120,1016,824,1012,0.16,1998,600000,16
3262,404,756,0,0,0,2.49,1995,1170000,-1
3263,8,3601,280,280,875,2.49,1978,1170000,-1
3264,1,962,888,0,460,0.19,1975,470000,-1
3265,7,1546,0,0,500,0.24,1976,465000,-1
3266,1,1140,192,192,421,0.16,1964,400000,-1
3267,1,1056,196,0,641,0.13,1906,625000,-1
3268,1,891,0,0,480,0.24,1930,400000,-1
3269,1,1245,946,946,462,0.21,1960,530000,-1
3270,1,704,0,0,0,0.11,1940,395000,-1
3271,1,1442,1442,1244,529,0.21,1966,749900,-1
3272,1,1524,1119,744,648,0.23,1961,775000,-1
3273,8,1211,628,0,415,0.14,1990,475000,-1
3274,7,1660,0,0,484,0.16,1989,456000,-1
3275,1,1014,1014,0,441,0.22,1980,390000,-1
3276,1,1254,1212,1212,440,0.2,1980,480000,20
3277,1,1215,0,0,484,0.15,1980,435000,-1
3278,7,1546,706,0,420,0.19,1984,500000,-1
3279,21,1248,0,0,480,0.2,1978,325000,-1
3280,4,1414,0,0,311,0.11,1980,317000,-1
3281,7,1984,624,624,564,0.22,1979,625000,-1
3282,1,920,0,0,312,0.11,1978,275000,-1
3283,61,1708,1256,616,440,0.12,1999,526500,-1
3284,68,1232,640,0,200,0.02,1996,342500,-1
3285,8,1770,810,0,688,0.23,1996,500000,47
3286,8,2461,1319,1319,866,0.26,1991,650000,-1
3287,8,1424,670,470,400,0.11,2008,418000,31
3288,8,3440,1716,0,682,0.29,2004,705000,38
3289,7,1705,345,0,580,0.11,2013,459500,31
3290,8,2285,1096,0,638,0.13,2014,640000,-1
3291,19,826,0,0,0,0.0,2002,254000,4
3292,68,1069,520,400,286,0.0,1998,351000,-1
3293,1,1468,1458,0,400,0.11,1996,430500,16
3294,1,1196,0,0,380,0.17,1956,402000,-1
3295,5,3027,1447,1031,1325,1.07,1969,909100,-1
3296,7,1764,442,442,468,0.24,1980,548200,20
3297,4,1800,0,0,480,0.21,1973,445000,-1
3298,8,2080,829,0,771,0.36,1996,645000,-1
3299,8,5103,3786,2802,1248,1.1,1996,1900000,-1
3300,1,1350,1320,1320,400,0.09,1997,465000,-1
3301,68,1050,602,602,220,0.0,2002,360000,37
3302,68,1840,0,0,448,0.05,2017,400000,-1
3303,0,1,0,0,0,0.0,2020,404500,-1
3304,0,1,0,0,0,0.0,2020,404500,-1
3305,69,1601,0,0,556,0.04,2018,445000,-1
3306,8,1157,0,0,299,0.06,2015,300000,-1
3307,8,3144,1472,0,610,0.24,2018,740000,-1
3308,1469,600,0,0,0,5.22,1988,1485000,-1
3309,8,2712,1260,0,616,5.22,1987,1485000,-1
3310,19,1526,0,0,416,0.0,2003,375000,32
3311,1,2214,2214,1262,768,0.38,2011,975000,23
3312,1,2174,2144,2144,552,0.57,2010,840000,23
3313,1,2295,2012,876,836,0.29,2006,740000,23
3314,19,994,0,0,200,0.0,1999,301100,6
3315,19,912,0,0,220,0.0,1998,275000,-1
3316,8,2691,1339,195,610,0.53,1999,650000,-1
3317,1,1948,1080,896,524,0.41,1971,620000,-1
3318,5,1854,266,126,360,0.14,1896,730000,-1
3319,1,1025,1025,1025,405,0.23,1963,370000,-1
3320,1,1073,0,0,264,0.15,1953,399999,-1
3321,1,2310,677,677,1188,0.22,1950,780000,-1
3322,1,1306,1066,1066,440,0.21,1973,482000,-1
3323,21,920,0,0,720,0.24,1978,365000,-1
3324,7,1580,456,0,456,0.25,1974,390000,-1
3325,7,1292,0,0,432,0.22,1980,452000,-1
3326,1,2032,1792,1552,825,0.55,1975,815000,-1
3327,8,1716,1040,0,624,1.24,1975,645000,-1
3328,1,1568,0,0,462,0.5,2018,635000,-1
3329,61,784,0,0,0,0.0,1976,239900,-1
3330,8,1396,852,789,420,0.36,1978,542000,-1
3331,19,938,0,0,0,0.0,1979,245000,-1
3332,1,1028,0,0,364,0.21,1981,405000,-1
3333,68,952,476,476,264,0.0,1981,340000,-1
3334,7,1332,0,0,660,0.33,1985,425000,-1
3335,19,966,0,0,0,0.0,1980,215000,-1
3336,8,2196,896,352,528,0.17,1988,583100,-1
3337,8,1490,1286,1286,462,0.08,1992,495000,-1
3338,1,2290,2282,1166,706,0.22,2000,815000,-1
3339,8,1967,1368,0,432,0.0,1994,549000,1
3340,8,2262,1506,0,630,0.25,1996,615000,-1
3341,7,2884,947,947,680,0.24,1996,699900,-1
3342,68,1132,594,0,200,0.03,1996,280000,-1
3343,8,2820,997,0,528,0.25,1996,790000,-1
3344,1,2028,1996,168,400,0.15,2005,560000,40
3345,8,2964,1180,0,700,0.17,2003,715000,-1
3346,1,1330,0,0,400,0.1,2000,385000,-1
3347,8,1683,0,0,420,0.1,2001,426500,-1
3348,8,2283,790,0,580,0.15,2001,510000,41
3349,1,1401,1401,1051,638,0.14,2004,625000,19
3350,1,1617,1610,1415,724,0.2,2002,550000,8
3351,1,2262,1416,252,528,0.37,2007,705000,-1
3352,19,899,0,0,276,0.0,2003,295000,29
3353,61,1115,0,0,604,0.0,2012,354000,51
3354,8,2990,0,0,546,0.14,2017,605000,-1
3355,1,1818,1679,280,722,0.17,2012,650000,38
3356,8,2326,1358,1358,580,0.23,2007,735000,-1
3357,21,1556,0,0,400,0.0,2004,218000,-1
3358,1,1224,1224,0,400,0.13,2006,415000,31
3359,8,3657,1826,1358,646,0.27,2005,800000,38
3360,8,3164,972,850,786,0.25,2003,703000,-1
3361,8,2664,1388,992,660,0.26,2003,680000,-1
3362,19,994,0,0,200,0.0,1999,321000,6
3363,8,2048,925,650,839,0.19,1999,593500,16
3364,68,1300,560,560,252,0.0,1996,355000,-1
3365,1,2146,2146,1450,600,0.23,1998,675000,-1
3366,61,784,0,0,0,0.0,1976,250000,-1
3367,1,1204,1204,803,308,0.21,1961,455000,-1
3368,51,1120,1120,1120,0,0.15,1966,700000,-1
3369,8,2556,1168,0,320,0.18,1998,1125000,-1
3370,1,1258,0,0,488,0.19,1974,435000,-1
3371,1,1260,1260,1260,564,0.2,1960,500000,-1
3372,4,1526,0,0,504,0.18,1975,440000,-1
3373,404,240,0,0,0,0.18,2010,440000,-1
3374,1,1259,1259,1259,399,0.17,1977,565000,-1
3375,7,2412,702,0,572,0.34,1980,615000,-1
3376,8,1092,0,0,312,0.11,1977,394000,-1
3377,19,896,0,0,288,0.0,1980,300000,-1
3378,1,3648,2896,2606,1305,2.0,2005,2198000,-1
3379,8,4744,2360,0,700,0.31,2017,1185000,-1
3380,68,1452,728,0,420,0.0,2004,400000,51
3381,8,1706,0,0,400,0.1,2002,427000,-1
3382,8,1496,432,0,440,0.12,1990,470000,-1
3383,8,1940,945,945,441,0.17,1990,515000,-1
3384,8,2172,1202,1102,462,0.12,1996,621000,-1
3385,1,1362,900,420,0,0.08,1984,460000,-1
3386,4,1710,0,0,476,0.15,1978,415000,26
3387,61,780,0,0,210,0.0,1973,229900,-1
3388,1,1308,0,0,400,0.19,1978,365000,-1
3389,7,1216,480,480,444,0.19,1977,400000,-1
3390,7,2002,0,0,0,0.24,1965,480000,-1
3391,1,875,875,875,275,0.18,1960,470000,-1
3392,51,2032,0,0,725,0.21,1972,607220,-1
3393,1,1008,1008,504,480,0.24,1973,390000,-1
3394,1,1026,1026,476,297,0.21,1962,385000,-1
3395,1,1688,960,960,528,0.28,1976,640000,-1
3396,1,744,672,672,0,0.72,1918,478000,25
3397,19,731,0,0,0,0.0,1978,225000,-1
3398,68,1296,0,0,441,0.0,1982,245000,-1
3399,61,1161,0,0,280,0.05,1983,427000,-1
3400,1,1477,1481,1481,576,0.14,2000,510000,16
3401,8,1350,0,0,400,0.11,2001,380000,-1
3402,68,1055,0,0,200,0.0,1999,385000,44
3403,8,1394,0,0,400,0.12,2006,392500,31
3404,68,1039,602,0,220,0.0,2001,315000,37
3405,20,1868,0,0,0,0.0,2017,1067000,-1
3406,8,2388,1094,0,700,0.18,2017,630000,-1
3407,1,1400,680,0,400,0.13,2015,483000,42
3408,19,753,0,0,220,0.0,2001,254500,18
3409,68,1440,554,0,484,0.03,2007,390000,42
3410,8,1683,0,0,420,0.13,2001,390000,-1
3411,68,1276,616,616,264,0.04,2003,416000,41
3412,1,1152,0,0,440,0.21,1980,445000,-1
3413,51,1838,0,0,558,0.29,1977,524000,-1
3414,1,1623,1596,798,660,0.44,1978,1000000,-1
3415,8,1920,0,0,456,0.15,1980,442900,-1
3416,1,977,529,529,198,0.17,1945,665000,-1
3417,1,1874,300,0,672,0.22,1947,760000,-1
3418,61,1192,0,0,525,0.08,1972,355000,-1
3419,7,1304,0,0,308,0.15,1979,438000,-1
3420,8,2719,1662,0,888,2.63,2005,972500,-1
3421,397,1344,0,0,0,2.63,2000,972500,-1
