,bltasid,residentialsf,bsmntsf,bsmntfinsf,garagesf,grossacres,yrblt,salep,SubDivisionCode
534,8,2406,1370,962,440,0.2,1994,550000,-1
535,1,1337,1337,1272,441,0.18,1994,455000,-1
536,8,2317,1192,1192,704,0.23,1993,445000,16
537,19,714,0,0,220,0.0,1996,229900,-1
538,68,2010,1078,1078,400,0.05,1997,375000,-1
539,4,1798,0,0,286,0.09,2001,338000,-1
540,8,2620,1166,0,462,0.13,2004,499550,-1
541,19,1176,0,0,200,0.0,1999,270000,45
542,8,2895,984,0,666,0.24,2004,500000,-1
543,1,1898,1302,952,440,0.3,1977,290000,-1
544,1,1348,1108,1108,440,0.15,1984,419900,-1
545,1,1577,1577,1182,462,0.29,1979,465000,-1
546,19,576,0,0,0,0.0,1974,164500,-1
547,7,1448,0,0,288,0.22,1977,345000,-1
548,1,1662,0,0,576,0.39,1976,539000,-1
549,4,2574,0,0,572,0.2,1976,410000,-1
550,14,784,0,0,0,0.0,1981,15000,-1
551,14,672,0,0,0,0.0,1971,1000,-1
552,14,938,0,0,0,0.0,1982,28000,-1
553,68,1596,611,611,440,0.0,2015,400000,27
554,8,2768,956,0,522,0.11,2010,525000,-1
555,7,1690,544,0,658,0.11,2011,395500,31
556,1,1106,0,0,450,0.15,2011,345000,-1
557,8,2275,1185,0,540,0.12,2016,537000,-1
558,8,2556,1185,0,550,0.2,2014,575000,-1
559,8,2607,1493,0,651,0.11,2019,480000,-1
560,8,1624,0,0,400,0.08,2005,352000,-1
561,14,924,0,0,0,0.0,1993,52500,-1
562,1,949,0,0,280,0.12,1953,415100,-1
563,7,1660,598,458,1062,0.33,1972,385000,-1
564,8,1540,0,0,420,0.59,1984,457500,-1
565,1,1628,864,864,484,0.16,1979,397000,-1
566,1,1152,1152,1152,440,0.21,1979,370000,-1
567,4,1654,0,0,494,0.1,1977,309000,-1
568,68,1082,586,586,273,0.0,1998,300000,-1
569,1,2036,1657,1332,828,0.43,2007,700000,-1
570,8,2534,1474,1222,484,0.2,1992,505000,16
571,8,1944,720,0,528,0.15,1989,380000,-1
572,1,1712,1232,1232,1180,0.23,1986,460000,-1
573,8,1550,0,0,420,0.16,1988,403700,-1
574,61,1270,0,0,400,0.07,1995,345000,-1
575,8,1842,1066,958,440,0.21,1996,510000,-1
576,8,3309,2205,2130,962,0.63,2000,875000,12
577,1,1046,1037,1037,396,0.06,1998,355000,-1
578,19,1440,0,0,200,0.0,1999,289000,45
579,7,1268,0,0,264,0.18,1978,367500,-1
580,1,1016,0,0,876,0.15,1925,365000,-1
581,1,1719,784,784,400,0.37,1950,783700,-1
582,1,936,0,0,0,0.12,1953,361000,-1
583,8,2134,0,0,693,0.11,2017,445000,-1
584,19,1033,0,0,0,0.0,2010,265000,46
585,1,2264,2264,2264,753,0.16,2009,703000,-1
586,68,1428,700,0,420,0.0,2007,360000,51
587,8,1885,1045,0,400,0.11,2012,439900,-1
588,8,1914,600,0,620,0.11,2011,383000,31
589,14,840,0,0,0,0.0,1975,17500,-1
590,8,2602,680,440,576,0.22,1915,1437225,-1
591,8,1920,0,0,456,0.19,1983,415000,-1
592,5,1938,594,594,400,0.18,1963,718000,-1
593,4,2100,0,0,288,0.22,1967,392000,-1
594,68,1405,606,606,484,0.04,2002,350000,41
595,8,2298,1127,1127,663,0.21,1999,570000,-1
596,19,818,0,0,0,0.0,1985,150000,-1
597,4,1858,0,0,440,0.17,1980,392740,-1
598,1,1454,720,720,528,0.16,1985,460000,-1
599,19,966,0,0,0,0.0,1980,200000,-1
600,19,882,0,0,0,0.0,1996,200000,-1
601,1,1666,1646,0,610,0.14,2001,405000,-1
602,8,2702,1212,1212,600,0.24,2004,630000,-1
603,8,1852,976,800,660,0.15,2004,563100,-1
604,1,1056,0,0,264,0.31,1972,328500,-1
605,8,1987,0,0,374,0.22,1920,725000,-1
606,1,1757,0,0,460,0.23,1965,560000,-1
607,1,1176,0,0,288,0.14,1907,589000,-1
608,7,1915,417,0,640,0.13,2010,385000,31
609,68,2013,1240,0,483,0.06,2012,442000,21
610,8,1582,746,0,440,0.09,2014,645000,35
611,68,1152,576,576,231,0.02,1999,314000,-1
612,14,1216,0,0,0,0.0,1993,45000,-1
613,7,1672,0,0,480,0.21,1976,372000,-1
614,7,1606,0,0,288,0.23,1971,404000,-1
615,8,1668,621,0,420,0.07,2002,432000,22
616,8,1693,792,672,462,0.16,1996,442000,-1
617,8,1413,1113,819,420,0.13,2001,379900,40
618,1,1302,1119,1119,440,0.06,2002,368000,-1
619,1,2179,1707,1308,702,0.3,1999,705000,-1
620,1,2339,2339,1927,888,0.64,2000,850000,12
621,8,5107,3108,2711,1854,0.6,2005,2000000,12
622,1,2520,2493,2168,1056,0.6,1999,1231200,12
623,7,1808,0,0,480,0.17,1983,375000,-1
624,7,1240,0,0,400,0.16,1987,330000,-1
625,8,1935,0,0,608,0.17,1987,405500,-1
626,1,956,0,0,440,0.11,1986,330000,-1
627,8,1158,0,0,400,0.11,1986,349000,-1
628,8,1828,728,728,400,0.15,1987,469900,-1
629,8,1536,0,0,420,0.18,1990,382500,-1
630,8,2760,0,0,462,0.25,2016,820000,-1
631,8,2989,1131,0,648,0.16,2017,585000,-1
632,1,2857,1375,0,713,0.26,2015,705000,-1
633,1,1580,1557,1177,631,0.29,2006,555000,42
634,19,899,0,0,0,0.0,2003,240000,29
635,8,2010,860,0,400,0.1,2017,422500,-1
636,61,1332,967,655,400,0.0,2005,435000,27
637,8,1810,818,0,520,0.11,2014,382500,31
638,8,2638,1227,0,506,0.12,2013,446000,-1
639,8,2170,810,0,420,0.1,2017,445000,-1
640,1,2008,2008,1486,484,0.18,2016,750000,-1
641,19,1047,0,0,180,0.0,2004,270000,32
642,8,1746,868,0,586,0.1,2020,448465,-1
643,8,2683,1412,1412,782,0.18,1994,545000,-1
644,8,1961,962,0,504,0.47,1992,519000,-1
645,8,2798,1181,839,584,0.28,1995,546000,-1
646,8,2428,1288,1288,704,0.21,1992,553900,16
647,8,2028,1008,0,616,0.28,1994,649900,-1
648,8,1754,548,548,480,0.17,1986,515000,-1
649,19,1566,0,0,0,0.0,1970,265000,-1
650,19,827,0,0,0,0.0,1985,230000,-1
651,8,2108,1241,867,640,0.13,2004,567000,-1
652,4,1688,0,0,288,0.14,1974,360000,-1
653,14,924,0,0,0,0.0,1975,2000,-1
654,14,976,0,0,0,0.0,1978,25000,-1
655,1,1376,784,784,0,2.71,1961,1500000,-1
656,7,1546,836,836,480,0.19,1979,492000,-1
657,1,1473,1088,1000,894,0.57,1984,475000,-1
658,8,1890,0,0,440,0.17,1982,375000,-1
659,7,1660,576,576,576,0.16,1983,415000,-1
660,15,2160,0,0,0,0.0,2002,97500,-1
661,4,2568,0,0,480,0.21,1973,430000,-1
662,1,1724,1052,750,462,0.14,2007,550000,-1
663,8,1692,728,0,612,0.13,2008,381500,31
664,0,1,0,0,0,0.11,2020,450150,-1
665,8,2132,892,0,528,0.11,2020,455000,-1
666,8,1654,0,0,500,0.1,2013,390000,-1
667,8,2168,1000,0,600,0.16,2001,460000,42
668,19,808,0,0,0,0.0,1984,229000,-1
669,8,1979,913,913,670,0.34,1994,552000,-1
670,8,1586,780,585,480,0.14,1996,383300,-1
671,1,1270,1270,1117,420,0.3,1973,410000,-1
672,217,1,0,0,0,4.35,1966,1541550,-1
673,1,836,836,0,400,0.18,1976,360000,-1
674,15,1248,0,0,0,0.0,1979,45100,-1
675,4,1738,0,0,264,0.16,1966,498000,-1
676,7,2408,588,0,462,0.33,1978,460000,-1
677,51,1525,0,0,396,0.83,1973,470166,-1
678,1,1752,1224,1224,1056,0.26,1951,767250,-1
679,1,1123,758,758,528,0.12,1948,515000,-1
680,4,1870,0,0,432,0.39,1972,457500,-1
681,15,1568,0,0,0,0.0,2011,90000,-1
682,1,1812,893,893,638,0.27,1970,637500,-1
683,1,2000,1168,388,480,0.32,1977,510000,-1
684,1,1703,1703,1703,948,0.29,1977,599950,-1
685,68,1200,0,0,400,0.0,1974,279900,-1
686,8,1616,460,0,440,0.17,1992,415000,-1
687,19,766,0,0,0,0.0,1970,178000,-1
688,68,1428,672,0,396,0.03,1982,396500,-1
689,61,1248,0,0,440,0.13,1999,320000,-1
690,1,1974,1944,600,660,0.55,2001,558000,-1
691,8,1414,0,0,420,0.11,2002,360000,-1
692,19,1498,0,0,406,0.0,2003,340000,32
693,68,1216,0,0,0,0.0,2003,255000,38
694,8,2439,1140,0,828,0.13,2019,789717,43
695,19,1630,0,0,504,0.0,2003,347000,32
696,1,1510,1496,1496,400,0.1,2005,505000,-1
697,8,3160,1680,0,714,0.18,2012,535000,8
698,8,2682,1505,1505,693,0.17,2005,595000,8
699,68,1405,575,400,360,0.0,2002,372500,27
700,68,1591,918,809,275,0.0,2004,369900,-1
701,68,1662,0,0,400,0.04,2016,360000,-1
702,61,1944,612,0,400,0.06,2019,392000,-1
703,61,1884,612,0,400,0.06,2019,392000,-1
704,68,1070,536,386,264,0.0,1998,302000,-1
705,8,1852,976,756,484,0.13,2005,555000,-1
706,8,2883,1407,1407,760,0.6,2000,750000,-1
707,1,1283,1283,0,462,0.15,1998,405000,-1
708,8,2020,1128,1048,484,0.16,1999,525000,-1
709,8,2763,900,780,528,0.26,1980,575000,-1
710,61,1633,0,0,575,0.17,1987,400000,-1
711,68,952,476,476,264,0.0,1996,310000,-1
712,7,1628,0,0,480,0.22,1972,430000,-1
713,7,1540,0,0,440,0.29,1974,550000,-1
714,1,1408,996,996,324,0.16,1930,715000,-1
715,5,1610,0,0,396,0.12,1905,400000,-1
716,1,1274,0,0,0,0.3,1947,386000,-1
717,5,740,0,0,285,0.16,1899,287500,-1
718,7,1598,360,360,546,0.17,1977,461000,-1
719,7,2002,506,345,132,0.19,1978,435000,-1
720,7,1184,0,0,384,0.12,1977,320000,-1
721,68,1122,561,476,231,0.02,1997,290000,-1
722,7,1224,396,396,396,0.19,1977,339000,-1
723,7,1546,0,0,440,0.19,1985,330000,-1
724,68,1030,660,660,231,0.03,1995,282000,-1
725,406,7230,0,0,0,0.41,1974,800000,-1
726,15,1512,0,0,0,0.0,1991,80000,-1
727,1,1092,1092,1092,312,0.18,1963,400000,-1
728,8,2214,0,0,456,0.16,1983,422000,-1
729,350,2322,0,0,0,0.35,1961,400000,-1
730,8,1770,960,896,546,0.18,1993,480000,-1
731,8,2483,1062,0,704,0.14,1994,495000,-1
732,19,618,0,0,0,0.0,1978,190000,-1
733,8,2701,1486,0,640,0.18,2004,567450,-1
734,8,2034,1128,722,400,0.14,2001,491000,42
735,8,1942,864,0,480,0.15,2016,453500,42
736,8,2154,956,0,596,0.09,2020,461875,-1
737,8,2096,922,0,652,0.14,2020,434850,-1
738,68,1452,728,0,420,0.0,2011,340000,51
739,344,1037,0,0,0,0.04,2002,269620,5
740,7,1710,374,0,580,0.11,2013,381500,31
741,5,1632,868,0,0,0.67,1992,474900,-1
742,1,1520,0,0,400,0.15,1987,410000,39
743,1,1850,1822,1640,484,0.19,1994,525000,-1
744,8,1386,694,694,420,0.1,1999,330000,-1
745,7,1272,0,0,400,0.27,1976,366000,-1
746,61,666,0,0,0,0.04,1975,200000,-1
747,14,910,0,0,0,0.0,1977,20000,-1
748,1,1040,0,0,360,1.8,1945,462000,-1
749,7,1280,0,0,401,0.14,1983,360000,-1
750,8,2384,1592,564,552,0.16,1981,568500,-1
751,68,840,0,0,264,0.0,1973,197000,-1
752,1,664,0,0,0,0.11,1900,315000,-1
753,5,2251,504,504,468,0.16,1905,925000,-1
754,14,896,0,0,0,0.0,1996,35400,-1
755,68,784,0,0,0,0.02,1974,210000,-1
756,7,2752,448,448,672,0.13,1989,600000,-1
757,8,1815,528,0,420,0.07,2003,448500,22
758,8,2778,1528,0,638,0.18,2005,545000,40
759,8,2154,956,0,596,0.11,2020,493800,-1
760,1,858,0,0,400,0.11,1916,460000,-1
761,8,2880,2004,0,440,0.16,2004,492500,40
762,68,1210,629,0,188,0.0,2004,312000,27
763,8,4307,2034,1403,1174,0.59,2007,1210000,-1
764,68,1308,0,0,420,0.0,2002,300000,28
765,0,1,0,0,0,0.35,2019,875000,-1
766,1,2384,1745,1600,480,0.94,1993,800000,-1
767,25,3865,1796,1061,1032,1.01,2002,1287000,-1
768,8,2382,856,0,650,0.23,2002,533000,16
769,1,1416,1416,1116,484,0.14,2002,475000,16
770,61,1268,1268,0,0,0.09,1998,349000,-1
771,68,1288,560,0,240,0.0,1999,319500,48
772,8,2702,1504,958,747,0.22,2005,634000,19
773,68,952,476,476,264,0.0,1984,295000,-1
774,8,1664,894,894,420,0.16,1992,400000,16
775,1,2036,1408,0,552,0.37,1972,585000,-1
776,1,1136,1136,1136,484,0.43,1953,622000,-1
777,5,4158,1308,1036,576,0.7,1969,1425000,-1
778,14,924,0,0,0,0.0,1973,12000,-1
779,51,1560,0,0,0,0.23,1951,495000,-1
780,1,920,0,0,240,0.15,1954,325000,-1
781,4,1588,0,0,420,0.22,1983,326000,-1
782,1,852,852,852,480,0.2,1977,395000,-1
783,1,1932,0,0,440,0.17,1984,418200,-1
784,14,924,0,0,0,0.0,1984,28000,-1
785,14,1216,0,0,0,0.0,1996,45000,-1
786,1,1999,1424,1424,506,0.26,1960,635000,-1
787,1,916,832,832,204,0.15,1928,400000,-1
788,1,1152,0,0,0,0.15,1959,342000,-1
789,1,1837,1165,1049,540,0.21,1966,499550,-1
790,1,936,0,0,264,0.16,1966,357500,-1
791,4,1746,0,0,534,0.18,1972,365000,-1
792,1,1460,1460,832,506,1.17,1985,615000,25
793,7,1544,360,360,520,0.16,1978,398000,-1
794,65,928,0,0,0,0.03,1980,217500,-1
795,19,576,0,0,0,0.0,1974,165000,-1
796,19,766,0,0,0,0.0,1970,177500,-1
797,19,751,0,0,0,0.0,1978,160000,-1
798,61,942,0,0,264,0.04,1986,268000,-1
799,8,2960,1304,863,706,0.21,1992,625000,-1
800,1,2631,1859,1200,888,0.35,1994,872500,-1
801,1,1863,1863,1863,588,0.17,1997,493000,-1
802,1,1382,1350,1350,400,0.17,1996,477500,-1
803,1,1877,1842,1842,708,0.19,1999,530000,-1
804,1,2797,2781,2574,640,0.24,1999,831000,-1
805,1,1134,0,0,418,0.09,2002,330500,-1
806,8,2478,812,0,714,0.25,2004,505000,-1
807,1,1390,1390,1250,380,0.13,2002,414000,41
808,5,1600,1240,0,440,0.1,2002,405000,8
809,8,2056,795,0,400,0.1,2003,469000,42
810,8,1500,0,0,300,0.12,2001,335000,38
811,8,1466,0,0,350,0.17,2002,362500,38
812,19,1125,0,0,220,0.0,2003,295000,50
813,68,1176,0,0,0,0.0,2004,226500,38
814,8,1992,1108,180,576,0.11,2015,534000,-1
815,8,3306,1711,1711,746,0.2,2014,758000,-1
816,19,1170,0,0,0,0.0,2007,425000,34
817,8,1746,868,0,586,0.09,2020,441735,-1
818,1,1887,1817,1400,462,0.13,2018,580000,-1
819,19,1509,1509,1160,460,0.0,2013,401000,10
820,8,1184,728,0,288,0.05,2016,290000,-1
821,68,1675,0,0,408,0.04,2017,350000,-1
822,69,1444,703,0,400,0.0,2015,370000,32
823,8,2598,1230,0,610,0.11,2020,525000,-1
824,7,1690,544,544,658,0.11,2008,400000,31
825,19,1088,0,0,280,0.0,2000,265000,-1
826,68,1184,592,592,240,0.02,2000,310000,-1
827,8,3311,2356,1300,864,0.91,1998,812500,24
828,8,1690,484,484,441,0.13,1992,430000,-1
829,19,1136,0,0,253,0.0,1985,261750,-1
830,1,1192,1192,884,448,0.11,1992,365000,-1
831,1,1144,0,0,572,0.19,1977,370000,-1
832,4,1880,0,0,378,0.19,1964,446694,-1
833,61,1078,1078,1078,528,0.1,1979,322500,-1
834,14,1216,0,0,0,0.0,2011,40000,-1
835,14,1056,0,0,0,0.0,2011,35500,-1
836,7,2096,0,0,336,0.21,1959,435000,-1
837,1,1267,0,0,600,0.16,1904,463200,-1
838,1,2827,0,0,640,0.28,1977,730000,-1
839,1,1058,1050,816,242,0.13,1972,360000,-1
840,7,1376,0,0,440,0.14,1980,372000,-1
841,8,1744,540,0,400,0.14,1991,401000,-1
842,8,2296,676,676,484,0.19,1989,535000,-1
843,68,1538,1199,0,462,0.0,2012,362000,-1
844,8,2250,846,0,682,0.17,2020,462706,-1
845,4,1716,0,0,420,0.21,1982,355000,-1
846,68,1088,560,560,400,0.04,1994,314900,-1
847,1,1404,1362,1256,556,0.16,1981,400000,-1
848,4,1788,0,0,504,0.18,1968,380000,15
849,68,1512,0,0,240,0.0,1975,379500,-1
850,4,1802,0,0,338,0.18,1966,386000,-1
851,1,1305,1305,986,484,0.26,1962,540500,-1
852,1,672,0,0,0,0.14,1945,340000,-1
853,14,960,0,0,0,0.0,1980,25000,-1
854,15,2432,0,0,480,0.0,1999,134500,-1
855,14,700,0,0,0,0.0,1977,25000,-1
856,14,540,0,0,0,0.0,1960,3000,-1
857,68,1726,851,0,499,0.0,1998,380000,-1
858,1,2240,1892,1415,920,0.19,1999,650000,-1
859,68,1266,567,0,220,0.04,1995,360000,-1
860,8,1856,0,0,480,0.21,1995,410000,-1
861,1,1566,912,792,400,0.15,1996,468000,-1
862,8,2241,615,615,649,0.23,1989,590000,-1
863,68,1550,804,714,440,0.0,1993,399900,-1
864,8,2666,1522,1522,704,0.48,1997,682500,-1
865,8,2575,1291,1291,650,0.18,1993,567000,-1
866,8,1596,528,448,440,0.25,1986,465000,-1
867,8,1795,960,960,484,0.19,1993,400000,-1
868,8,1944,0,0,528,0.25,1987,406000,-1
869,19,1024,0,0,264,0.0,1985,262500,-1
870,19,1000,0,0,0,0.0,1989,230000,-1
871,8,1414,408,408,444,0.16,1986,390000,-1
872,8,2560,0,0,462,0.15,2017,557750,-1
873,1,1758,1758,1719,420,0.14,2013,579000,-1
874,1,3922,2218,1456,1363,0.89,2011,1500000,-1
875,68,1456,0,0,484,0.0,2020,374470,-1
876,61,2002,1404,1120,420,0.15,2001,530000,19
877,8,3292,2156,0,670,0.19,2005,570000,-1
878,14,672,0,0,0,0.0,1973,2000,-1
879,1,756,756,432,200,0.16,1937,579000,-1
880,8,2136,546,0,480,0.16,1900,720000,-1
881,51,1206,1206,1206,360,0.11,1937,585000,-1
882,1,1032,1032,1032,288,0.21,1966,370000,-1
883,68,784,0,0,0,0.02,1974,194000,-1
884,1,1704,0,0,1324,1.0,1956,680000,-1
885,8,1947,0,0,456,0.15,1982,350000,-1
886,7,1524,0,0,440,0.24,1979,440000,-1
887,21,1620,0,0,0,0.1,1985,230000,-1
888,68,992,0,0,0,0.0,1978,237100,-1
889,68,1450,710,0,320,0.04,1999,311000,-1
890,68,1104,0,0,264,0.0,1977,286000,-1
891,1,1128,0,0,288,0.19,1965,390000,-1
892,8,2456,1748,1228,440,0.21,1947,1370000,-1
893,8,2823,1820,1134,894,0.34,2003,707000,19
894,5,2365,1769,1392,848,0.27,2000,699900,-1
895,8,2114,924,924,754,0.45,1994,558500,-1
896,8,1508,432,0,620,0.17,1996,396500,-1
897,7,1894,622,0,462,0.09,1990,449000,-1
898,68,1216,0,0,0,0.0,2003,239000,38
899,8,2052,1054,674,580,0.16,2004,475000,40
900,68,1295,551,551,400,0.03,2003,324500,42
901,19,966,0,0,0,0.0,1980,221000,-1
902,8,2164,1374,0,420,0.21,1998,467000,-1
903,8,2048,760,760,440,0.17,1992,500000,-1
904,68,1132,594,0,200,0.03,1997,312000,-1
905,8,2288,1484,1364,628,0.15,1999,455000,-1
906,8,1874,868,580,462,0.15,2008,550000,-1
907,14,960,0,0,325,0.0,1985,35305,-1
908,15,1792,0,0,312,0.0,1997,100000,-1
909,17,3632,0,0,0,0.22,1982,710000,-1
910,1,912,0,0,504,0.19,1972,335000,-1
911,8,2738,2121,1953,858,0.23,2005,758000,19
912,8,2701,1486,936,640,0.3,2004,635000,-1
913,1,1386,1386,1386,440,0.17,2004,397000,-1
914,1,2012,1300,1000,550,0.27,1995,585000,-1
915,61,1585,1574,912,440,0.14,1994,360000,-1
916,8,1910,582,558,400,0.21,1988,480000,-1
917,19,938,0,0,0,0.0,1981,218000,-1
918,8,2426,1370,950,761,0.23,1992,590000,-1
919,61,1538,685,0,420,0.06,2019,372000,-1
920,61,1538,685,0,420,0.06,2019,372000,-1
921,19,964,0,0,220,0.0,2001,257000,18
922,7,1507,376,236,649,0.11,2014,401000,31
923,7,2822,576,0,600,0.3,1978,620000,-1
924,14,840,0,0,0,0.0,1973,3000,-1
925,5,1392,510,510,324,0.11,1924,642000,-1
926,1,1385,0,0,460,0.2,1959,374420,-1
927,1,1373,1120,0,480,0.18,1976,407000,-1
928,1,1040,0,0,480,0.37,1979,329500,-1
929,19,576,0,0,0,0.0,1974,156000,-1
930,61,784,0,0,0,0.0,1976,230000,-1
931,8,1800,900,900,440,0.16,1979,400000,-1
932,4,1654,0,0,494,0.13,1977,361000,-1
933,7,1770,0,0,660,0.14,1988,410000,-1
934,8,1961,1096,898,440,0.18,1994,525000,-1
935,1,1357,1357,1095,462,0.08,1996,420000,-1
936,8,2312,1049,0,616,0.29,1996,495000,38
937,8,1965,978,978,688,0.2,1996,475000,16
938,8,2666,1776,0,1008,0.91,1997,750000,24
939,8,2765,1317,1000,650,0.16,2000,710000,-1
940,1,2048,2048,1974,820,0.77,1998,740000,12
941,1,2596,2596,1633,970,0.57,1999,1075000,12
942,71,3477,0,0,1024,0.4,1998,675000,-1
943,68,1294,0,0,240,0.0,2002,277000,0
944,1,4119,4036,3824,1898,2.0,2004,2062500,-1
945,68,1172,592,0,180,0.02,2001,295000,-1
946,8,1746,868,0,586,0.09,2020,445000,-1
947,68,1294,0,0,240,0.0,2001,277000,0
948,61,1884,612,0,400,0.06,2020,398000,-1
949,69,1694,0,0,350,0.03,2018,549000,35
950,8,2409,1053,0,660,0.19,2003,475000,40
951,8,3383,1577,0,750,0.14,2015,636000,-1
952,8,2248,807,0,728,0.12,2017,499900,-1
953,19,1634,1173,1173,264,0.0,2016,385000,13
954,68,1326,594,594,440,0.04,2002,359500,22
955,8,3339,2052,1200,698,0.22,2006,729900,19
956,1,2056,1273,1024,624,0.12,2001,500000,-1
957,19,690,0,0,0,0.0,1967,205000,-1
958,8,2264,820,0,651,0.16,2003,477500,40
959,1,3431,4231,0,1623,1.03,2000,1275000,24
960,8,2859,1548,0,700,0.34,1998,795000,-1
961,1,1155,503,0,400,0.12,1995,359000,-1
962,67,1448,480,0,440,0.1,1979,350000,-1
963,61,1329,0,0,0,0.1,1972,335000,-1
964,1,2689,2416,1952,858,15.6,2006,755000,-1
965,8,3029,238,0,0,0.28,1900,985000,-1
966,4,2163,0,0,867,0.21,1976,436000,-1
967,15,1248,0,0,0,0.0,2010,65000,-1
968,8,1548,0,0,400,0.14,1994,382000,-1
969,8,3791,1600,1192,952,0.53,2002,1135000,19
970,8,2450,1605,0,780,0.21,2000,570000,-1
971,1,1503,1503,1225,640,0.19,2004,488000,8
972,1,2146,2146,0,926,0.21,2006,516000,8
973,1,1944,1840,1460,420,0.13,2014,627500,3
974,7,1734,490,0,608,0.16,2012,425000,38
975,8,2274,1310,0,772,0.13,2013,585000,-1
976,1,1865,1537,1342,484,0.13,2007,550000,-1
977,8,1995,312,312,620,0.22,1999,427000,-1
978,68,1298,0,0,240,0.08,1995,293000,-1
979,8,3217,1629,0,730,0.21,2005,465000,40
980,8,2306,1312,1198,724,0.26,1994,640000,-1
981,61,1118,1106,900,432,0.11,1995,380000,-1
982,8,2621,1483,1001,718,0.26,1995,675000,-1
983,1,2464,2425,2119,1016,0.4,1997,760000,-1
984,8,1991,1016,736,400,0.17,1995,475000,16
985,5,1805,587,587,462,0.18,1985,468000,-1
986,4,1532,0,0,528,0.18,1977,392000,-1
987,5,1228,976,872,462,0.17,1985,400000,-1
988,8,2072,1036,440,572,0.26,1978,475000,-1
989,21,1368,0,0,864,1.17,1958,395000,-1
990,4,1888,0,0,432,0.26,1972,420000,-1
991,1,1320,0,0,0,0.48,1947,349000,-1
992,14,910,0,0,0,0.0,1983,35387,-1
993,1,1726,0,0,700,0.35,1954,356250,-1
994,1,1617,858,858,528,0.22,1963,455000,-1
995,1,1056,1056,1056,308,0.17,1958,510000,-1
996,78,2146,1073,866,0,0.22,1921,740000,-1
997,15,960,0,0,0,0.0,1979,5000,-1
998,14,980,0,0,0,0.0,1976,37500,-1
999,14,1216,0,0,0,0.0,1993,20000,-1
1000,14,1216,0,0,0,0.0,1998,45000,-1
1001,1,1860,0,0,455,0.5,1971,420000,-1
1002,7,7559,1816,1816,1543,2.43,1991,2737000,-1
1003,1,1195,1195,1195,420,0.21,1978,380000,-1
1004,8,2368,1136,492,488,0.19,1991,615000,39
1005,8,2368,1136,492,488,0.19,1991,615000,39
1006,8,2271,1116,0,440,0.16,1988,500000,-1
1007,8,2660,1014,912,764,0.2,1991,645000,-1
1008,8,1984,930,0,400,0.14,1999,425900,-1
1009,8,2098,634,0,484,0.16,2004,504000,-1
1010,68,1301,546,0,361,0.0,2015,365000,27
1011,19,918,0,0,0,0.0,1974,190000,-1
1012,68,1104,0,0,264,0.0,1977,290000,-1
1013,1,1400,1400,0,528,0.48,1977,418500,-1
1014,7,1672,0,0,480,0.22,1972,380000,-1
1015,5,1780,200,0,360,0.15,1900,435000,-1
1016,19,880,0,0,0,0.0,2000,233000,4
1017,8,7546,3394,2452,1600,38.87,2002,1645000,-1
1018,8,3158,2234,2006,756,0.66,1998,1150000,12
1019,68,1504,750,500,420,0.06,1995,360000,-1
1020,8,1553,741,0,550,0.18,1997,416000,49
1021,8,2441,1221,968,1056,0.28,1992,567000,-1
1022,19,805,0,0,0,0.0,1984,202000,-1
1023,8,2305,872,634,420,0.17,1988,500000,-1
1024,19,1097,0,0,286,0.0,2003,290000,29
1025,68,1646,1162,0,299,0.0,2016,390000,13
1026,8,1746,868,0,586,0.1,2020,436670,-1
1027,1,1374,1394,0,440,0.13,2014,366500,31
1028,8,1743,680,529,618,0.17,2012,435000,38
1029,8,1600,492,0,651,0.18,1991,416000,-1
1030,8,1562,432,0,400,0.12,1993,418500,-1
1031,8,1683,0,0,420,0.1,2002,346000,-1
1032,68,1159,618,0,200,0.03,2000,592000,-1
1033,68,1386,594,0,480,0.03,2000,330000,-1
1034,8,2327,1114,1114,357,0.11,2005,485000,28
1035,5,2539,0,0,1078,0.18,2014,895000,-1
1036,1,1775,1775,1071,483,0.42,1967,610000,9
1037,4,3232,0,0,672,0.48,1969,580000,9
1038,61,1208,1208,1208,676,0.0,1972,395000,1
1039,1,900,900,800,315,0.17,1964,413000,-1
1040,1,1204,1204,1204,400,0.22,1972,350000,-1
1041,1,1076,884,884,484,0.15,1977,425000,-1
1042,7,2184,520,520,576,0.33,1979,432000,-1
1043,19,909,0,0,0,0.0,1972,205000,-1
1044,5,1512,0,0,0,0.2,1900,533200,-1
1045,8,1512,0,0,440,0.2,1973,373690,-1
1046,1,1048,980,980,480,0.19,1953,634000,-1
1047,7,1648,676,676,528,0.3,1957,549000,-1
1048,57,2856,0,0,550,0.28,1973,585000,-1
1049,8,1248,0,0,240,0.06,2000,323700,-1
1050,8,2249,1228,0,572,0.21,2000,475000,-1
1051,8,2601,1769,1698,690,0.18,1997,602000,-1
1052,8,1738,886,488,400,0.18,1994,440000,16
1053,8,2770,1552,0,528,0.2,1994,530000,16
1054,68,1300,560,0,264,0.0,1996,312000,-1
1055,8,2195,1150,1150,920,0.42,1993,885000,-1
1056,61,1236,1236,0,264,0.08,1980,300000,-1
1057,19,1143,0,0,220,0.0,2007,302000,50
1058,68,1524,685,0,420,0.06,2018,375000,-1
1059,19,1034,0,0,0,0.0,2001,281000,-1
1060,8,2088,946,0,672,0.31,2013,445000,-1
1061,8,2071,1132,0,420,0.14,2012,446000,-1
1062,68,1267,550,0,253,0.0,2017,337500,13
